,momentum,beta,book_to_price,earnings_yield,liquidity,size,residual_volatility,non_linear_size,leverage,growth,银行,计算机,环保,商贸零售,电力设备,建筑装饰,建筑材料,农林牧渔,电子,交通运输,汽车,纺织服饰,医药生物,房地产,通信,公用事业,综合,机械设备,石油石化,有色金属,传媒,家用电器,基础化工,非银金融,社会服务,轻工制造,国防军工,美容护理,煤炭,食品饮料,钢铁
2020-01-17,0.0009120573727490919,-0.00047313219570880184,-0.0016229634018463553,-0.0006460976628193963,-0.0026838822118795576,0.002763189520434767,-0.0014158120698350492,0.0016194214222583925,-0.0014082133271533946,0.00033615162833524524,0.0024629919396358087,0.005950673703268409,-0.0019726206431953035,-0.002295927739903719,-0.002055465350224103,-0.002371988288604535,-0.003710761985651403,-0.002844458965060241,-0.0025242084842023995,-0.001270601069581422,-0.00025100320658971254,0.002147583481745124,0.007042978976308299,0.00016513837960793211,-0.0012919884373571596,-0.003823712374109016,-0.005204026051226404,-0.0004893833756829532,0.0051432653921863695,-0.002440750851012435,-0.006067290741963719,-0.0022999410466013415,0.00028056228996063774,0.004394902633880541,0.0001069106058675928,0.002053168168009259,-0.0005921849486612185,0.0006323844725766835,7.105604836567231e-05,0.0004386138508131213,-0.0020095876050111026
2020-01-20,0.00393148754931215,0.007666519522828448,-0.0027027959101246636,-0.001789788143187914,0.0010630021981330165,0.0025120691446243975,-0.002190079100655713,0.002305508230932975,-0.002751920326484189,0.0014637644716000407,-0.0031297903003609825,-0.0012044561239583603,-0.0007715728899297864,-0.007642425475507618,0.0010102202893631665,-0.005195493321178528,-0.0024554478683921047,-0.006720648251641057,0.018017833497155585,-0.0036001464560611717,-0.0035093586046521467,-0.006922120965076367,0.020037208582769313,-0.004940157159172875,0.0025456074613600683,-0.00785812438963536,-0.005657792181261993,-0.0013115689988143294,-0.006873036021166443,-0.006693656112964553,-0.01344991472021937,-0.0016502252949704664,0.0004440028920318776,0.0051935584175102105,-0.016482611106385412,0.0005492997662728162,0.009114730183024456,-0.005079667256732571,-0.009694824618991698,-0.011711565231527062,-0.0037929680524658744
2020-01-21,-0.00016708027188438933,-0.007488646516248027,-0.0016991224900724951,-0.0019629977802490995,-0.002128667507093597,-0.0002536469056271411,0.0030016163578164942,0.0004625312023586352,-0.0020196166023298597,-0.0003073825185650294,-0.002690116917042493,-0.009037282672754814,-0.0013415271997703783,-0.005022160603851211,-0.0027632997854136255,-0.0013388841650173158,-0.009486362028814362,-0.00696995465370104,0.0009729912265817123,-0.004427921193981026,-0.009610051075467977,-0.004210584403818152,0.04517209667281879,-0.002510591892630961,-0.004823288603001248,-0.0010965785482629643,0.0019932052122895315,-0.002046630945435486,0.0008133399922440411,-0.010393400503526691,-0.006714486404362818,-0.003396602169540872,0.0011076802442610333,-0.006770879494802018,-0.015600755248449056,-0.00414728232042907,0.0038988968584558236,-0.0001729636440104341,-0.003089732174763987,-0.008044796758616753,-0.00712652586497984
2020-01-22,0.006655453673689401,0.00781078212447331,-0.003234817182901508,-0.0018284721332172864,0.0027291081803775177,0.0046987620232376275,-0.0012052876412640297,0.0021464607748915006,-0.0009496911230681576,0.0012358036047770157,0.0004960956278676894,0.010355408617597251,-0.0052565425182067894,-0.007014262709825545,0.009537356073769944,-0.001051760601514498,-0.0007871720734125258,-0.01184713771345199,0.027546014035550254,-0.0021358110362433512,0.004198603740882905,-0.014874543823627885,-0.02281429239831151,0.0029294741722053455,0.005477489219809343,-0.0008029987024975418,-0.006216452432867481,0.0018778397804823568,0.0007375644873024667,-0.0007080268363334136,-0.004606662721111018,-0.001899922497841361,0.00019946178166107108,0.006192724666201485,-0.004873344442145206,-0.00873902371954669,0.00142628093050683,-0.0058466118385008346,-0.005330557562135633,-0.005395169097758604,0.001308907012234136
2020-01-23,-0.002162896021802179,-0.019227471244773853,-0.00012686330643122396,-6.789704262885371e-05,-0.006050505145046849,0.0008698207835175545,0.004482649038153472,-0.0004610542086698112,0.0011862463715741928,-0.0012130484725236617,0.010608170765475253,-0.01093214767612525,-0.0008741461277739533,-0.00527498728648781,0.0003512446764368398,0.001744779898476689,0.0006203808308595278,-0.004502535651681443,-0.006249736075729526,0.004743983327748567,-0.0043317235890773485,0.004179929945684499,0.024121186683262005,-0.00010042410347947922,-0.007571369397982328,0.006673417834626106,0.007250317315683082,-0.0016136890057554224,0.0004077710730688328,-0.0019820037695326763,-0.001307887766224091,0.00015904578267226087,-0.0025573041866821925,-0.010054009840239618,-0.0048311168717618275,-0.009123010396643236,0.007690974713684625,-0.006449198017472378,0.0024492546840125377,-0.004494903674377103,0.0012012739163847989
2020-02-03,-0.002655052732886748,-0.031157060684582814,-0.004717996521232332,-0.004304733773337338,-0.0017458537618435987,0.002646880917358543,0.012739141463706697,0.0005028384684984749,0.00044103852806924403,-0.0019289944164288036,0.010912837644505334,-0.012654662605693274,-0.008758942180064185,-0.0037083178286770077,-0.009177034952262873,-0.009930931055966886,-0.0048390659199440715,-0.0012103151650189755,-0.015593794284036861,-0.00571967549082563,-0.008756377044448703,0.0033645663850579094,0.07281538201274466,-0.008442765185113593,-0.0038707671683981216,-0.006071960455147365,0.010123031927623446,-0.011924004148376771,0.0018488446790585033,-0.005699232053318192,0.0016809611155874035,-0.0013624360515230808,-0.00033834807153208145,-0.011509932049936878,0.0004233974932793731,-0.00801751054507351,-0.010111164653096836,0.017501892603667066,-0.004000051194274022,-0.0007554031779580889,-0.009207419443336074
2020-02-04,0.013374095272398493,0.0012181363682102998,-0.008708060823671038,-0.0009542226767826124,-0.004067623639640412,0.018710742760494323,8.391970596351061e-05,0.010970785712614778,-0.005816252634009085,0.003129616367600872,0.02463610295903408,0.014411185428294719,6.43024405254397e-05,-0.012723277718750422,-0.001608870019032607,-0.023062701678457524,-0.005607023740811553,-0.005558800988889166,0.0031851093474666997,-0.015780691979268763,-0.005478355182824252,-0.0068104239423358364,0.0495805236256294,-0.013302411234209268,-0.008055370705782333,-0.0111246631672685,-0.01903719008404098,-0.00926022902126789,-0.01078647618088302,-0.007943899401958368,0.006975060634732146,0.010606248618297807,-0.0014072679506130605,-0.013129139091319783,-0.0024855374578249224,-0.011923367733621624,-0.012874327955055418,0.018965068515601036,-0.0078120415512558244,-0.0018694557094480779,0.0009640878951222115
2020-02-05,-0.0023401463730660372,0.0014638487156411525,-0.0037542897921023625,-0.0051625356336085755,0.005947305669617863,-0.0016786336791173844,0.008828391190538935,0.002103668013347643,-0.005587956315738235,0.000379089025125889,-0.023602009051221753,0.005081643361330665,-0.0011955949836797495,-0.009795006705089367,-0.0024020373799686426,-0.009183273187052062,-0.008870873822463946,0.007898709740219313,-0.008962067631599992,-0.006069541511823563,0.0021932388563089735,0.0009472679557399244,0.02847263239600525,-0.010895289522169177,0.0028246954766470715,-0.007333406509210354,-0.0068327595854236305,-0.002764973529241006,-0.005800749883074528,0.0011292438914996892,0.006210094514049701,0.0006922241512524011,0.0006924690529315208,-0.010955030052343802,0.0025743810024373716,-0.001092041230637159,0.007388485445002451,0.0023637070921592057,-0.011287026569706846,-0.008893189183206236,-0.010356097700560903
2020-02-06,0.0017386235723315167,0.00838035335443444,-0.004319171478904946,-0.004169359945369134,0.005862352212587337,0.002366503107875395,0.006518009276231797,0.004354690347700013,-0.005265309785115958,0.0006555226593116714,-0.01739672592914174,0.020726337924596702,0.022916450032864796,-0.003973292488866552,-0.005488659738897457,-0.00979840029302006,-0.00966065347714495,0.014052392065224345,-0.00024423477311244783,-0.004757360951381649,-0.01042580120932199,-0.0016029829619814005,0.01001123718186342,-0.011400249216761317,0.002272042881390789,-0.014115712786478392,-0.006221038778475283,-0.005200275704731579,-0.004375663744140406,-0.01693266988727359,0.018472266686239185,-0.0022577882357035137,0.0028983542280883465,-0.0018310827508549654,0.009644830213179016,-0.0030436103458320557,0.005024061194183159,0.012349068803042531,-0.00859365907190385,-0.004649884790941517,-0.018003530877712493
2020-02-07,0.00019679464667493848,0.010945196120772152,-0.004113781291095058,-0.005721379186878462,0.004654562570733071,-0.0014054218032031856,0.0016201619307898072,0.0009713144071373534,-0.0038964793085726587,-0.0021946126687958905,-0.015352266047894744,0.03026344842131241,0.03983609251966254,-0.004358037749836428,-0.004554927322423373,-0.004627818149005403,-0.010832693960463503,-0.013242514456782322,0.01735398861744506,-0.010982882330687383,-0.007097543983191398,0.008959844045819227,-0.03498585892975857,-0.00868876953890522,0.018404223453068774,-0.0048755921864189825,-0.000701209071841965,0.002194940177260071,-0.012838216185890799,-0.009388168022645249,0.015046441671234922,0.005440225825538012,0.0014001881454449021,-0.004105649724391418,0.013902121647441283,0.0010268596242410293,0.010005000297983499,-0.001975747019299654,-0.015723721385093804,-0.004116099005553603,-0.003963530380350753
2020-02-10,5.1440618281581296e-05,0.0071536728137058065,0.0014556610855518636,0.0020642874601155574,-0.0006090288904412075,-0.0029878634664138918,-0.0034788908469130125,-0.0016682776731262636,0.002935847532347073,0.00040327664735304134,-0.014629304440693068,-0.009571681885219577,-0.007859290160609836,0.010695156188577635,0.014002378597457735,0.007458122545536711,0.022492482839906867,0.04981952581252156,-0.011454201512269079,-0.0014678013651361127,0.018200601886673155,-0.002861771198559779,-0.045190333538562395,0.0018373462812832822,0.0012651193990385712,0.0027132875921792804,0.00899675917580776,0.007797286046540167,0.0023576170722582114,0.017686103806457555,-0.008946286552463096,0.008117249152464041,0.0051970602064190866,-0.000740824783601541,-0.014827513248344443,0.0014800133821837784,0.0006643832925317135,-0.01586201508048912,0.003604728755061508,0.005442120268943319,0.00789840832372066
2020-02-11,0.002006549129731019,-0.0017384279059077417,0.0014278063490536634,0.002889914794595737,-0.004836756214653302,0.002592979698265791,-0.003870146980153488,-0.0010175463524687272,0.0037291456595056976,0.0006484744781741826,0.014665146072424416,-0.009251234786502808,-0.028008388179348143,0.0009515729976928099,0.00012481933817500075,0.007492320511087817,0.013969664876030083,-0.025704766801352114,0.01145803668687746,0.007644436709409613,0.00363450958413429,-0.012917173815494055,-0.007276334328905009,0.009852861110933364,-0.001283992657786527,0.004518515582984381,0.004930774784404892,0.0013258121586492233,6.9635984821814174e-06,0.005075317355484331,-0.007876820173763444,0.001385847783736438,-0.006253320231553536,0.004070395326086927,0.001866634997525241,0.008064231288831967,-0.0060880965606673505,-0.014563264271546113,0.02057195642694484,0.006715785581061624,0.026046935945666316
2020-02-12,0.002880132477029924,0.008467899619291628,-0.0045034530531005215,-0.005595399762449518,0.005758907078041664,0.000978398389176237,0.00355812495011101,0.0017956779802545248,-0.0035806602190172065,0.0002817583541038918,-0.01185717090408069,0.021552989269527062,-0.007338206161919645,-0.009222574874785817,0.01486778836044027,-0.00677067670325588,0.0005793632049118308,-0.0001759821424202677,0.012127172351707323,-0.010959599059325162,-0.002304534505478545,-0.008885262727628079,-0.01174622690404206,-0.01041566264598488,0.00573488093073564,-0.0036478150631131688,-0.005695550636308992,-0.00011744350063397612,-0.004116091773236335,0.011233000362618295,0.004363770980124997,0.0024920480167229813,-0.0016493407048772054,-0.0021920975871310604,-0.0007311792848070393,-0.004995458859629324,0.0077885387998100535,-0.0036903229463065355,-0.009126010447431773,-0.010292100389991047,-0.01813582996522519
2020-02-13,0.0024203543425764616,0.00110932670326615,-0.001656087023875987,-8.864239791419957e-05,-0.0002979210654938056,0.002942690241738323,0.00039528196407296646,0.002249798597868188,0.0010591131320881752,0.0005432834564427391,-0.0008116781123781148,0.002259326379963614,0.009008829602469553,-0.007173569590336463,-2.731855991025669e-05,-0.0014549381784010737,0.006987422121701155,0.010361136888522976,0.01236697442432555,-0.0018760029478668949,-0.0017294816553199122,-0.001662957234878144,-0.008492829563045517,0.009118721773026644,-0.009332883233377557,-0.0007702955100290485,-0.004534304850752448,-9.935210737241889e-05,0.0014788589002894255,0.013153276494004322,-0.012261469390902193,-0.0050769665211751564,0.0054182916809677115,-0.007807260293626514,-0.011667314545116008,-0.005206493466494303,0.0021539101212751837,0.0054142546655234795,0.0005030561170397823,-0.004353860523139274,-0.005546511181410002
2020-02-14,0.0017925145849887669,0.0031517778430086986,0.000205224792810333,0.0024405686087638884,-0.0005769054144834133,0.00215753410465607,-0.0026419715715892958,0.0011669747094944169,0.0008691834689650139,0.0010072010910573987,0.005777611801191382,-0.0018647255255283437,-0.006157127177865233,-0.0023975741204827353,-0.0040747244701018325,-0.00089880330592381,-0.001078968426569579,0.0005593640936560106,0.013514795484685952,-0.0026977955588642424,-0.003028917487332003,-0.006220165304962458,-0.005908477889539519,0.015691679507067246,0.003553256236643579,-0.0016792460538837535,-0.005745227902485371,-0.0009524398052903246,-0.003959167245364721,0.004696512068204256,-0.009380556569346714,0.0013541298546723987,0.0023809766093220424,0.018867215263117278,-0.008289709810995326,-0.002090288806183128,0.002369384284392778,-0.01481517937769386,-0.0013548742057233577,-0.0035689020702060546,0.004791971807145498
2020-02-17,0.0018878313767036348,0.01025851085994438,-0.00304487585725527,-0.005123058453310021,0.005037319041476604,-0.0012143517757661293,0.0016074469728441104,0.001207932389086087,-0.004056332754556091,-0.00017454796368323444,-0.008457076279298691,0.01046478152717952,-0.007388812087239602,-0.006181423183653693,-7.7963971091673e-05,-0.006998416509641674,-0.010611838690889315,0.007779018210796661,0.008736774455839744,-0.0011762560549199953,0.0013002545133978171,-0.008368354570855621,-0.009372822854492776,-0.012053168928742624,0.014089312233019286,-0.006208448799552674,0.004068751809806375,0.0044195694342447685,-0.006964394983786651,-0.003696861978962683,0.004137927674422657,-0.006698693239416579,0.0027236074838804733,0.008366084412340297,-0.0029364021154285763,-0.0021606014037891356,0.02906397644536655,-0.009630699313379192,-0.011922670307345984,-0.012906284056244598,-0.011803859240504295
2020-02-18,0.0030152730700156822,0.0071089743601190445,-0.005645464086089818,-0.008522746421289354,0.008890729734020098,-0.0035018632639348653,0.007516792988139094,0.0016298023510253757,-0.006464002995418987,-0.0003448997648896394,-0.02711006250845625,0.01176564173361796,-0.004537420824040986,-0.002827742775708252,0.007276282095726857,-0.004924638583682784,-0.009950326254588335,-0.01374946028198683,0.023400509445126002,-0.014785473018547952,0.004756508468294599,-0.0004189172286857782,-0.01049977889991882,-0.01697195890120008,0.010936410917659898,-0.005757669728221637,-0.006158442017748926,0.0040641062629812345,-0.010561046668047143,0.004750557572349027,0.008579214020151257,0.0012202593624763898,-0.004181775494120619,-0.01992980571291376,0.009476825855780227,1.831695141035883e-05,0.01536660114088681,0.008239106621003741,-0.009564794169197288,-0.008936373985072616,-0.015734490446869153
2020-02-19,-0.0014937930029221035,-0.0010147024039506725,0.0022752170772249,0.002443217380595443,-0.00459202649611749,-0.0009861910955227008,-0.004287902898348587,-0.0010277665486716743,0.0026344399152739935,0.0006721694384065152,0.004366427392164064,-0.01463423768177314,0.0015897573401550116,0.0023803933689820972,0.006407755402239237,0.0024043069894751803,0.009629016431991344,-0.0006122477036505685,0.003276807737218777,0.003389927872440078,0.007449011442212446,-0.000512016719677624,-0.018872593235444234,0.009455658713641284,-0.004672620526404901,-0.0003501606402090046,-0.0027028221028382394,0.008173246762019073,0.0015802815257162993,-0.001708498247953989,-0.018485019048825265,0.001947696460668623,0.003599482296443322,0.01672685424923808,0.004077577645296241,0.000420222832660217,-0.008236182199730225,0.0048730838373804986,0.0015516242955208172,0.013251625864843422,-0.002210676551774899
2020-02-20,0.001576390667007967,0.009111856531194836,0.0007685779225353868,-0.000763507326767271,0.0014467705991403732,0.0006868280930452054,-0.0027207419030515316,-0.0007433706160257295,-0.00016730423458434333,-0.0021125876741385566,0.0033181641028939713,0.0013332459919105837,-0.008353312009833698,0.0017150203965422416,0.004295061781490651,-0.0037318843014522386,-0.0014383107214800122,-0.008767069000152665,0.006820657483204004,0.003415390549424202,0.0023709987500155866,-0.00556364257867973,-0.015147436563206555,-0.0034910212388356344,-0.003038890296359902,0.0028984935701303026,-0.010848276674763945,-0.0005264308039844354,-4.900162954225962e-07,-0.002471672570619563,-8.779028225328609e-05,0.010198411596775925,0.0001823454320554081,0.03854950555747153,0.006179859874121036,0.000614273915619004,-0.0057773911651086245,-0.00762841449464037,0.002477361334619829,0.00784412344138172,-0.005831573008140657
2020-02-21,0.0041744869771910085,0.005004261967207781,-0.004050745904345723,-0.005392162544791285,0.005470757244568276,0.0010865389447012293,0.005039591550292308,0.002010606781077146,-0.004279323391833404,0.00024148077110565063,-0.013309558082390694,0.021272403687829206,-0.006041847007159738,-0.006449002350169305,-0.0015120100263229194,-0.005034844202757194,-0.0019220756795086658,-0.009192297920176664,0.010021941240175658,-0.007265117925418152,0.004814414458606744,-0.006036492450346499,-0.0011320826687073256,-0.00799246823652022,0.014339225031261886,-0.007183236014193297,-0.0012618170816904115,-0.001783983852052698,-0.003800400672863305,0.005586690741855069,0.0027389097331818094,-0.0005028569610882074,-0.0038477420808133776,-0.009189925228769444,-0.006355663830282818,-0.0014577611030670747,0.010579589491976507,0.0007446178688571012,-0.004660751183435939,-0.009746199680824616,-0.00755001423971463
2020-02-24,0.004796225567483464,0.006949842115735012,-0.008475896696754723,-0.009038875782332995,0.01060057257543722,0.0002317521496598303,0.008628296302376912,0.004355164463223226,-0.008296079822191766,0.0009562674444474647,-0.01968208057752355,0.020487743015222642,-0.006495781788114435,-0.011710796797802962,-0.0008633774694331148,-0.009544191510888832,-0.000526412076805619,0.0026928791129536295,0.029566595517107518,-0.024175216908605423,-0.006146343804369289,0.001833630718195055,0.004979444182614797,-0.018840702253668323,0.046047821509536326,-0.016445092163250654,-0.0037680106087282774,0.0016977196692095104,-0.017202217241790652,-0.0050208268476590046,-0.0016077727549111476,-0.00295447919357544,0.0007619331294834535,-0.009760233553064566,-0.0161336905747139,-0.008685661067839122,0.003068465438527629,0.006070821822394893,-0.01874376126222019,-0.014196551423699761,-0.017639388052613864
2020-02-25,0.0024693095289779867,0.0003587073234164608,-0.004672745402668564,-0.006531615335258747,0.005902391046083615,0.004235719458072444,0.010860700633203301,0.004781876201132852,-0.0028679366301838003,7.24020305161981e-05,-0.011076701646030241,0.0023886917883642936,-0.01600333554452278,-0.006433442715360678,0.00019902777250361918,-0.01133551522169044,-0.006481868769237814,-0.0027518597666524305,0.010063985406288842,-0.009988371192195573,0.01403714296572832,-0.0007648493274477414,0.02036721407178381,-0.004788444180947032,0.022893230464263538,-0.013085721739952644,-0.011102994873715428,-0.0007800912458593586,-0.01780160888940193,-0.0010723085927696557,-0.013561078878976025,-0.001609673903346319,-0.002583632102872,0.004663921811293971,-0.00852649143790549,-0.009335608457085889,0.00803544507920176,0.011175986012335519,-0.01401928939860778,-0.008439036736507562,-0.011109705974322434
